scene,aoi_slug,pair_id,tile_idx,r2_mean,land_cover,land_cover_group,emit_b32_path,s2_path
lat-23.0_lon23.5_20240902_T34KGV_t262,aoi_lat-23.0_lon23.5,20240902T082954_T34KGV_20240903,262,0.9773618541657924,shrubland/semi-arid,shrubland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-23.0_lon23.5/20240902T082954_T34KGV_20240903/tiles/20240902T082954_T34KGV_20240903_tile262_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-23.0_lon23.5/20240902T082954_T34KGV_20240903/tiles/20240902T082954_T34KGV_20240903_tile262_s2.tif
lat31.5_lon37.0_20240823_T37RCQ_t025,aoi_lat31.5_lon37.0,20240823T081701_T37RCQ_20240824,25,0.9701986778527498,shrubland/semi-arid,shrubland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat31.5_lon37.0/20240823T081701_T37RCQ_20240824/tiles/20240823T081701_T37RCQ_20240824_tile025_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat31.5_lon37.0/20240823T081701_T37RCQ_20240824/tiles/20240823T081701_T37RCQ_20240824_tile025_s2.tif
lat23.5_lon69.5_20231003_T42QWL_t019,aoi_lat23.5_lon69.5,20231003T060841_T42QWL_20231002,19,0.947112264111638,shrubland/semi-arid,shrubland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat23.5_lon69.5/20231003T060841_T42QWL_20231002/tiles/20231003T060841_T42QWL_20231002_tile019_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat23.5_lon69.5/20231003T060841_T42QWL_20231002/tiles/20231003T060841_T42QWL_20231002_tile019_s2.tif
lat-26.0_lon134.0_20231105_T53JLM_t070,aoi_lat-26.0_lon134.0,20231105T010244_T53JLM_20231106,70,0.9312361627817154,shrubland/woodland,shrubland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-26.0_lon134.0/20231105T010244_T53JLM_20231106/tiles/20231105T010244_T53JLM_20231106_tile070_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-26.0_lon134.0/20231105T010244_T53JLM_20231106/tiles/20231105T010244_T53JLM_20231106_tile070_s2.tif
lat31.5_lon37.0_20240823_T37RCQ_t129,aoi_lat31.5_lon37.0,20240823T081701_T37RCQ_20240824,129,0.9330446235835552,shrubland/semi-arid,shrubland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat31.5_lon37.0/20240823T081701_T37RCQ_20240824/tiles/20240823T081701_T37RCQ_20240824_tile129_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat31.5_lon37.0/20240823T081701_T37RCQ_20240824/tiles/20240823T081701_T37RCQ_20240824_tile129_s2.tif
lat-23.0_lon23.5_20240902_T34KGV_t060,aoi_lat-23.0_lon23.5,20240902T082954_T34KGV_20240903,60,0.9675343427807092,shrubland/semi-arid,shrubland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-23.0_lon23.5/20240902T082954_T34KGV_20240903/tiles/20240902T082954_T34KGV_20240903_tile060_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-23.0_lon23.5/20240902T082954_T34KGV_20240903/tiles/20240902T082954_T34KGV_20240903_tile060_s2.tif
lat-23.0_lon23.5_20240902_T34KGV_t178,aoi_lat-23.0_lon23.5,20240902T082954_T34KGV_20240903,178,0.9750877916812896,shrubland/semi-arid,shrubland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-23.0_lon23.5/20240902T082954_T34KGV_20240903/tiles/20240902T082954_T34KGV_20240903_tile178_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-23.0_lon23.5/20240902T082954_T34KGV_20240903/tiles/20240902T082954_T34KGV_20240903_tile178_s2.tif
lat-5.5_lon-37.5_20240629_T24MXV_t226,aoi_lat-5.5_lon-37.5,20240629T131041_T24MXV_20240628,226,0.9284452944993972,shrubland/semi-arid,shrubland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-5.5_lon-37.5/20240629T131041_T24MXV_20240628/tiles/20240629T131041_T24MXV_20240628_tile226_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-5.5_lon-37.5/20240629T131041_T24MXV_20240628/tiles/20240629T131041_T24MXV_20240628_tile226_s2.tif
lat31.5_lon37.0_20240823_T37RCQ_t062,aoi_lat31.5_lon37.0,20240823T081701_T37RCQ_20240824,62,0.947141969576478,shrubland/semi-arid,shrubland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat31.5_lon37.0/20240823T081701_T37RCQ_20240824/tiles/20240823T081701_T37RCQ_20240824_tile062_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat31.5_lon37.0/20240823T081701_T37RCQ_20240824/tiles/20240823T081701_T37RCQ_20240824_tile062_s2.tif
lat-23.0_lon23.5_20240902_T34KGV_t259,aoi_lat-23.0_lon23.5,20240902T082954_T34KGV_20240903,259,0.985547075048089,shrubland/semi-arid,shrubland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-23.0_lon23.5/20240902T082954_T34KGV_20240903/tiles/20240902T082954_T34KGV_20240903_tile259_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-23.0_lon23.5/20240902T082954_T34KGV_20240903/tiles/20240902T082954_T34KGV_20240903_tile259_s2.tif
lat31.5_lon37.0_20240823_T37RCQ_t123,aoi_lat31.5_lon37.0,20240823T081701_T37RCQ_20240824,123,0.9746046848595142,shrubland/semi-arid,shrubland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat31.5_lon37.0/20240823T081701_T37RCQ_20240824/tiles/20240823T081701_T37RCQ_20240824_tile123_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat31.5_lon37.0/20240823T081701_T37RCQ_20240824/tiles/20240823T081701_T37RCQ_20240824_tile123_s2.tif
lat23.5_lon69.5_20231003_T42QWL_t009,aoi_lat23.5_lon69.5,20231003T060841_T42QWL_20231002,9,0.9385588858276606,shrubland/semi-arid,shrubland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat23.5_lon69.5/20231003T060841_T42QWL_20231002/tiles/20231003T060841_T42QWL_20231002_tile009_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat23.5_lon69.5/20231003T060841_T42QWL_20231002/tiles/20231003T060841_T42QWL_20231002_tile009_s2.tif
lat30.0_lon-9.5_20230804_T29RMP_t052,aoi_lat30.0_lon-9.5,20230804T112936_T29RMP_20230804,52,0.9693786427378654,woodland/semi-arid,shrubland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat30.0_lon-9.5/20230804T112936_T29RMP_20230804/tiles/20230804T112936_T29RMP_20230804_tile052_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat30.0_lon-9.5/20230804T112936_T29RMP_20230804/tiles/20230804T112936_T29RMP_20230804_tile052_s2.tif
lat-5.5_lon-37.5_20240629_T24MXV_t150,aoi_lat-5.5_lon-37.5,20240629T131041_T24MXV_20240628,150,0.9767311606556176,shrubland/semi-arid,shrubland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-5.5_lon-37.5/20240629T131041_T24MXV_20240628/tiles/20240629T131041_T24MXV_20240628_tile150_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-5.5_lon-37.5/20240629T131041_T24MXV_20240628/tiles/20240629T131041_T24MXV_20240628_tile150_s2.tif
lat-26.0_lon134.0_20231105_T53JLM_t025,aoi_lat-26.0_lon134.0,20231105T010244_T53JLM_20231106,25,0.7650125343352556,shrubland/woodland,shrubland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-26.0_lon134.0/20231105T010244_T53JLM_20231106/tiles/20231105T010244_T53JLM_20231106_tile025_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-26.0_lon134.0/20231105T010244_T53JLM_20231106/tiles/20231105T010244_T53JLM_20231106_tile025_s2.tif
lat-5.5_lon-37.5_20240629_T24MXV_t137,aoi_lat-5.5_lon-37.5,20240629T131041_T24MXV_20240628,137,0.9670193325728178,shrubland/semi-arid,shrubland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-5.5_lon-37.5/20240629T131041_T24MXV_20240628/tiles/20240629T131041_T24MXV_20240628_tile137_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-5.5_lon-37.5/20240629T131041_T24MXV_20240628/tiles/20240629T131041_T24MXV_20240628_tile137_s2.tif
lat31.5_lon37.0_20240823_T37RCQ_t110,aoi_lat31.5_lon37.0,20240823T081701_T37RCQ_20240824,110,0.9602289572358133,shrubland/semi-arid,shrubland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat31.5_lon37.0/20240823T081701_T37RCQ_20240824/tiles/20240823T081701_T37RCQ_20240824_tile110_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat31.5_lon37.0/20240823T081701_T37RCQ_20240824/tiles/20240823T081701_T37RCQ_20240824_tile110_s2.tif
lat30.0_lon-9.5_20230804_T29RMP_t024,aoi_lat30.0_lon-9.5,20230804T112936_T29RMP_20230804,24,0.9490127451717854,woodland/semi-arid,shrubland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat30.0_lon-9.5/20230804T112936_T29RMP_20230804/tiles/20230804T112936_T29RMP_20230804_tile024_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat30.0_lon-9.5/20230804T112936_T29RMP_20230804/tiles/20230804T112936_T29RMP_20230804_tile024_s2.tif
lat31.5_lon37.0_20240823_T37RCQ_t146,aoi_lat31.5_lon37.0,20240823T081701_T37RCQ_20240824,146,0.9697595424950124,shrubland/semi-arid,shrubland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat31.5_lon37.0/20240823T081701_T37RCQ_20240824/tiles/20240823T081701_T37RCQ_20240824_tile146_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat31.5_lon37.0/20240823T081701_T37RCQ_20240824/tiles/20240823T081701_T37RCQ_20240824_tile146_s2.tif
lat26.0_lon-99.5_20230627_T14RMP_t013,aoi_lat26.0_lon-99.5,20230627T171046_T14RMP_20230628,13,0.8053518049418926,shrubland/semi-arid,shrubland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat26.0_lon-99.5/20230627T171046_T14RMP_20230628/tiles/20230627T171046_T14RMP_20230628_tile013_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat26.0_lon-99.5/20230627T171046_T14RMP_20230628/tiles/20230627T171046_T14RMP_20230628_tile013_s2.tif
lat35.7_lon51.4_20250602_T39SWV_t014,aoi_lat35.7_lon51.4,20250602T073336_T39SWV_20250531,14,0.7726024631410837,urban/arid,urban,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat35.7_lon51.4/20250602T073336_T39SWV_20250531/tiles/20250602T073336_T39SWV_20250531_tile014_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat35.7_lon51.4/20250602T073336_T39SWV_20250531/tiles/20250602T073336_T39SWV_20250531_tile014_s2.tif
lat19.4_lon-99.1_20260221_T14QMG_t071,aoi_lat19.4_lon-99.1,20260221T172900_T14QMG_20260219,71,0.8580524884164333,urban/mountain,urban,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat19.4_lon-99.1/20260221T172900_T14QMG_20260219/tiles/20260221T172900_T14QMG_20260219_tile071_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat19.4_lon-99.1/20260221T172900_T14QMG_20260219/tiles/20260221T172900_T14QMG_20260219_tile071_s2.tif
lat30.05_lon31.25_20230626_T36RUU_t239,aoi_lat30.05_lon31.25,20230626T084016_T36RUU_20230627,239,0.9416092298924924,urban/arid,urban,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat30.05_lon31.25/20230626T084016_T36RUU_20230627/tiles/20230626T084016_T36RUU_20230627_tile239_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat30.05_lon31.25/20230626T084016_T36RUU_20230627/tiles/20230626T084016_T36RUU_20230627_tile239_s2.tif
lat30.05_lon31.25_20230626_T36RUU_t078,aoi_lat30.05_lon31.25,20230626T084016_T36RUU_20230627,78,0.9229951556771994,urban/arid,urban,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat30.05_lon31.25/20230626T084016_T36RUU_20230627/tiles/20230626T084016_T36RUU_20230627_tile078_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat30.05_lon31.25/20230626T084016_T36RUU_20230627/tiles/20230626T084016_T36RUU_20230627_tile078_s2.tif
lat40.0_lon116.5_20250403_T50TMK_t261,aoi_lat40.0_lon116.5,20250403T032724_T50TMK_20250406,261,0.8153721150010824,urban/cropland,urban,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat40.0_lon116.5/20250403T032724_T50TMK_20250406/tiles/20250403T032724_T50TMK_20250406_tile261_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat40.0_lon116.5/20250403T032724_T50TMK_20250406/tiles/20250403T032724_T50TMK_20250406_tile261_s2.tif
lat40.0_lon116.5_20250403_T50TMK_t225,aoi_lat40.0_lon116.5,20250403T032724_T50TMK_20250406,225,0.8926084470003843,urban/cropland,urban,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat40.0_lon116.5/20250403T032724_T50TMK_20250406/tiles/20250403T032724_T50TMK_20250406_tile225_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat40.0_lon116.5/20250403T032724_T50TMK_20250406/tiles/20250403T032724_T50TMK_20250406_tile225_s2.tif
lat30.05_lon31.25_20230626_T36RUU_t209,aoi_lat30.05_lon31.25,20230626T084016_T36RUU_20230627,209,0.9463972449302672,urban/arid,urban,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat30.05_lon31.25/20230626T084016_T36RUU_20230627/tiles/20230626T084016_T36RUU_20230627_tile209_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat30.05_lon31.25/20230626T084016_T36RUU_20230627/tiles/20230626T084016_T36RUU_20230627_tile209_s2.tif
lat30.05_lon31.25_20230626_T36RUU_t094,aoi_lat30.05_lon31.25,20230626T084016_T36RUU_20230627,94,0.9588647782802582,urban/arid,urban,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat30.05_lon31.25/20230626T084016_T36RUU_20230627/tiles/20230626T084016_T36RUU_20230627_tile094_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat30.05_lon31.25/20230626T084016_T36RUU_20230627/tiles/20230626T084016_T36RUU_20230627_tile094_s2.tif
lat35.7_lon51.4_20250602_T39SWV_t027,aoi_lat35.7_lon51.4,20250602T073336_T39SWV_20250531,27,0.75649150647223,urban/arid,urban,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat35.7_lon51.4/20250602T073336_T39SWV_20250531/tiles/20250602T073336_T39SWV_20250531_tile027_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat35.7_lon51.4/20250602T073336_T39SWV_20250531/tiles/20250602T073336_T39SWV_20250531_tile027_s2.tif
lat30.05_lon31.25_20230626_T36RUU_t113,aoi_lat30.05_lon31.25,20230626T084016_T36RUU_20230627,113,0.9496220666915178,urban/arid,urban,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat30.05_lon31.25/20230626T084016_T36RUU_20230627/tiles/20230626T084016_T36RUU_20230627_tile113_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat30.05_lon31.25/20230626T084016_T36RUU_20230627/tiles/20230626T084016_T36RUU_20230627_tile113_s2.tif
lat30.05_lon31.25_20230626_T36RUU_t207,aoi_lat30.05_lon31.25,20230626T084016_T36RUU_20230627,207,0.9204130731523036,urban/arid,urban,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat30.05_lon31.25/20230626T084016_T36RUU_20230627/tiles/20230626T084016_T36RUU_20230627_tile207_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat30.05_lon31.25/20230626T084016_T36RUU_20230627/tiles/20230626T084016_T36RUU_20230627_tile207_s2.tif
lat19.4_lon-99.1_20260221_T14QMG_t045,aoi_lat19.4_lon-99.1,20260221T172900_T14QMG_20260219,45,0.9034666158258916,urban/mountain,urban,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat19.4_lon-99.1/20260221T172900_T14QMG_20260219/tiles/20260221T172900_T14QMG_20260219_tile045_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat19.4_lon-99.1/20260221T172900_T14QMG_20260219/tiles/20260221T172900_T14QMG_20260219_tile045_s2.tif
lat40.0_lon116.5_20250403_T50TMK_t162,aoi_lat40.0_lon116.5,20250403T032724_T50TMK_20250406,162,0.8245186936110258,urban/cropland,urban,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat40.0_lon116.5/20250403T032724_T50TMK_20250406/tiles/20250403T032724_T50TMK_20250406_tile162_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat40.0_lon116.5/20250403T032724_T50TMK_20250406/tiles/20250403T032724_T50TMK_20250406_tile162_s2.tif
lat35.7_lon51.4_20250602_T39SWV_t105,aoi_lat35.7_lon51.4,20250602T073336_T39SWV_20250531,105,0.9357201531529428,urban/arid,urban,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat35.7_lon51.4/20250602T073336_T39SWV_20250531/tiles/20250602T073336_T39SWV_20250531_tile105_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat35.7_lon51.4/20250602T073336_T39SWV_20250531/tiles/20250602T073336_T39SWV_20250531_tile105_s2.tif
lat30.05_lon31.25_20230626_T36RUU_t151,aoi_lat30.05_lon31.25,20230626T084016_T36RUU_20230627,151,0.9591339509934188,urban/arid,urban,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat30.05_lon31.25/20230626T084016_T36RUU_20230627/tiles/20230626T084016_T36RUU_20230627_tile151_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat30.05_lon31.25/20230626T084016_T36RUU_20230627/tiles/20230626T084016_T36RUU_20230627_tile151_s2.tif
lat30.05_lon31.25_20230626_T36RUU_t242,aoi_lat30.05_lon31.25,20230626T084016_T36RUU_20230627,242,0.8878456018865108,urban/arid,urban,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat30.05_lon31.25/20230626T084016_T36RUU_20230627/tiles/20230626T084016_T36RUU_20230627_tile242_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat30.05_lon31.25/20230626T084016_T36RUU_20230627/tiles/20230626T084016_T36RUU_20230627_tile242_s2.tif
lat35.7_lon51.4_20250602_T39SWV_t009,aoi_lat35.7_lon51.4,20250602T073336_T39SWV_20250531,9,0.7765915784984827,urban/arid,urban,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat35.7_lon51.4/20250602T073336_T39SWV_20250531/tiles/20250602T073336_T39SWV_20250531_tile009_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat35.7_lon51.4/20250602T073336_T39SWV_20250531/tiles/20250602T073336_T39SWV_20250531_tile009_s2.tif
